year,selling_price,km_driven,mileage,engine,max_power,torque,max_torque_rpm,year2,m/m,name_BMW,name_Chevrolet,name_Ford,name_Honda,name_Hyundai,name_Mahindra,name_Maruti,name_Nissan,name_Rare,name_Renault,name_Skoda,name_Tata,name_Toyota,name_Volkswagen,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seats_4,seats_5,seats_7,seats_8,seats_Rare
2017,15.60727002719233,37000,13.5,2987,254.79,620.0,2400.0,4068289,34.39665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,15.147876577058609,29500,22.48,1995,187.74,400.0,2500.0,4072324,42.203952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,14.580978400103845,27000,19.369999999999997,1248,81.86,160.0,3000.0,4068289,15.856281999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,15.573368475516649,7500,16.78,1995,190.0,400.0,2500.0,4076361,31.882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,14.43877107486688,50000,14.67,1798,177.46,250.0,5000.0,4072324,26.033382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,14.808762330974558,35000,15.0,2143,204.0,500.0,1800.0,4064256,30.599999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,14.375126345899696,19000,13.96,1451,141.0,250.0,3600.0,4076361,19.683600000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2013,13.345506928718539,39000,14.28,1798,138.03,173.0,4000.0,4052169,19.710684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,15.03928598958639,22000,18.0,1969,190.0,3922.66,3000.0,4072324,34.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2015,14.790070197962406,53000,12.07,2967,241.4,550.0,2750.0,4060225,29.13698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2015,13.190022025878143,40000,26.21,1248,88.5,200.0,1750.0,4060225,23.195850000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,15.58195221920804,47000,13.5,2987,282.0,490.0,1600.0,4068289,38.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2010,13.790192749979985,72200,10.8,2497,150.0,2451.6625,2750.0,4040100,16.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2017,14.780591454007862,9000,13.6,1999,177.0,430.0,2500.0,4068289,24.072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,13.60602333309755,11000,17.0,1198,108.5,170.0,4000.0,4072324,18.445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.834681304952548,49000,15.04,1598,103.6,153.0,3800.0,4044121,15.581439999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,13.217673557208654,95000,16.3,1797,147.5,177.5,4700.0,4048144,24.0425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,13.37700559577791,11000,14.3,1598,103.5,153.0,3800.0,4064256,14.800500000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,14.75160391713461,18000,15.04,1991,183.0,300.0,4000.0,4072324,27.5232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,14.808762330974558,16000,14.74,1991,181.04,300.0,1400.0,4068289,26.685295999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.681979165339751,18000,15.6,1497,116.3,146.0,4800.0,4068289,18.142799999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2019,13.704577879937933,9654,19.56,1197,81.8,113.0,4200.0,4076361,16.00008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2011,12.072541252905651,11000,23.95,998,67.05,90.0,3500.0,4044121,16.058474999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.736700896592344,24300,21.21,1197,81.8,113.0,4200.0,4048144,17.34978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.840203170554645,8000,21.5,1497,108.5,260.0,2750.0,4072324,23.327499999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,14.580978400103845,30000,22.69,1995,190.0,400.0,2500.0,4064256,43.111000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,14.457364444136669,41000,19.16,2494,157.7,213.0,4500.0,4064256,30.21532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,14.880221294956703,12000,18.12,1995,190.0,400.0,2500.0,4064256,34.428000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2009,13.017002861746503,71000,12.1,2362,164.7,224.0,4000.0,4036081,19.928699999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2016,13.652991628466498,20000,17.5,1373,91.1,130.0,4000.0,4064256,15.942499999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,16.11809565095832,30000,42.0,1969,400.0,640.0,1740.0,4068289,168.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
2018,13.262125319779487,9500,18.16,1196,86.8,112.0,4000.0,4072324,15.762880000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,11.982929094215963,120000,20.0,1399,68.0,160.0,2000.0,4044121,13.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.151922179645874,36600,20.4,1197,81.8,113.0,4200.0,4060225,16.687199999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.873902018105829,50000,20.51,998,67.0,90.0,3500.0,4060225,13.741700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2016,13.217673557208654,14000,18.6,1197,81.83,114.7,4000.0,4064256,15.22038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1999,10.596634733096073,40000,16.1,796,37.0,59.0,2500.0,3996001,5.957000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2010,12.301382825334498,120000,21.1,1248,73.9,113.0,4500.0,4040100,15.5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.959844447906553,70000,18.9,1197,82.0,114.0,4000.0,4060225,15.498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.081541382884074,13000,19.44,999,75.0,95.0,4300.0,4076361,14.580000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,13.096019402064726,35000,19.1,1197,85.8,114.0,4000.0,4056196,16.3878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.863592648446968,44000,19.1,1197,82.0,114.0,4000.0,4064256,15.662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2005,11.512925464970229,120000,13.0,1493,100.0,13.1,4600.0,4020025,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2010,12.611537753638338,60000,21.43,1364,87.2,205.0,2800.0,4040100,18.686960000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2000,11.512925464970229,60000,18.5,796,53.0,71.0,3500.0,4000000,9.805,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,14.375126345899696,30000,13.0,2982,168.5,343.0,3400.0,4056196,21.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2016,13.017002861746503,15000,18.15,1198,82.0,115.0,3600.0,4064256,14.883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2017,13.102160670086809,90000,22.95,1248,74.0,190.0,3000.0,4068289,16.983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2009,12.751299696013497,47000,17.0,1497,118.0,1431.7709,4800.0,4036081,20.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2005,11.350406535472453,90000,17.3,993,60.0,78.0,4500.0,4020025,10.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2005,11.082142548877775,86000,15.3,1341,83.0,115.0,3200.0,4020025,12.699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.592367006650065,37000,28.09,1248,88.5,200.0,1750.0,4068289,24.85965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.16158409055761,14000,20.3,1199,84.0,114.0,3500.0,4076361,17.052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.270783382522602,70000,20.77,1248,88.76,200.0,1750.0,4060225,18.435451999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2012,12.367340793126296,120000,19.369999999999997,1248,81.86,160.0,3000.0,4048144,15.856281999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.304684934198283,50000,17.4,1497,117.3,145.0,4600.0,4060225,20.410199999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.793859310432293,50000,26.6,998,58.16,77.0,3500.0,4064256,15.470559999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.217673557208654,50000,20.85,1197,83.14,115.0,4000.0,4068289,17.334690000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2003,10.596634733096073,90000,19.369999999999997,1248,81.86,160.0,3000.0,4012009,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,12.948009990259552,35000,20.51,998,67.0,90.0,3500.0,4072324,13.741700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.217673557208654,20000,21.21,1197,81.8,113.0,4200.0,4068289,17.34978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.458835614025542,7800,22.0,1197,81.8,113.0,4200.0,4072324,17.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.122363377404328,20000,20.4,1197,81.8,113.0,4200.0,4068289,16.687199999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,14.038654109278484,15000,17.6,2179,147.94,320.0,3000.0,4076361,26.03744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2013,12.676076274775909,31377,18.5,1197,82.85,113.7,4000.0,4052169,15.32725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.458835614025542,50000,28.4,1248,74.02,190.0,2000.0,4072324,21.021679999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.577636201962656,60000,20.51,998,67.04,90.0,3500.0,4060225,13.749904000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,13.217673557208654,100000,14.53,1794,138.1,173.0,4000.0,4048144,20.065929999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2018,13.62918097977278,5000,21.4,1197,83.1,115.0,4000.0,4072324,17.783399999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2017,13.592367006650065,60000,14.1,2179,147.94,320.0,3000.0,4068289,20.85954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,12.70381302974751,80000,20.63,1198,67.0,104.0,4000.0,4068289,13.822099999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.560618308335483,75000,24.3,1248,88.5,200.0,1750.0,4068289,21.5055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2020,13.169246963303179,32000,20.14,1197,81.86,113.75,4000.0,4080400,16.486604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,12.409013489526863,40000,22.74,796,47.3,69.0,3500.0,4060225,10.756019999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.524526376648708,93000,17.0,1197,80.0,111.79581,0.0,4048144,13.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2018,13.16158409055761,60000,17.57,1193,88.7,140.0,4000.0,4072324,15.58459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2008,11.77528972943772,120000,19.369999999999997,1248,81.86,160.0,3000.0,4032064,15.856281999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,13.217673557208654,37000,16.95,1498,97.7,134.0,4000.0,4056196,16.56015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2018,13.721199878493033,15000,17.0,1497,121.36,150.0,4500.0,4072324,20.6312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.765688433465597,140000,20.51,998,67.04,90.0,3500.0,4064256,13.749904000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,13.710150042306449,70000,12.83,2696,162.0,340.0,3250.0,4052169,20.7846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2013,12.611537753638338,120000,17.21,1493,100.0,240.0,2800.0,4052169,17.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2010,12.429216196844383,110000,21.1,1248,73.9,190.0,2000.0,4040100,15.5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2017,13.9108207377686,37000,19.67,1582,126.2,259.9,2750.0,4068289,24.82354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2016,12.506177237980511,44000,25.17,799,53.3,72.0,4386.0,4064256,13.415610000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.369223455335854,80000,20.77,1248,88.76,200.0,1750.0,4060225,18.435451999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2015,13.38472764187182,125000,15.1,2179,140.0,330.0,2800.0,4060225,21.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,12.923909999653127,13500,15.37,1196,73.0,101.0,3000.0,4068289,11.2201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,12.013700752882718,75000,17.92,1086,62.1,96.1,3000.0,4044121,11.12832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2007,11.289781913656018,120000,13.2,1495,94.0,12.5,3500.0,4028049,12.408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,13.190022025878143,120000,15.1,2179,140.0,330.0,2800.0,4048144,21.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2013,13.458835614025542,70000,12.99,2494,100.57,200.0,3400.0,4052169,13.064042999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2013,13.217673557208654,70000,23.4,1248,74.0,190.0,2000.0,4052169,17.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,13.42984807715229,15000,19.0,1199,88.76,110.0,4800.0,4076361,16.8644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2009,12.206072645530174,53000,20.36,1197,78.9,111.8,4000.0,4036081,16.06404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2014,13.122363377404328,120000,23.4,1248,74.0,190.0,2000.0,4056196,17.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,13.815510557964274,70000,24.52,1248,88.5,200.0,1750.0,4064256,21.7002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2008,11.608235644774552,120000,14.2,1341,82.9,11.8,3200.0,4032064,11.7718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.676076274775909,100000,18.5,1197,80.0,111.79581,0.0,4048144,14.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2005,11.225243392518447,110000,19.369999999999997,1248,81.86,160.0,3000.0,4020025,15.856281999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2015,12.765688433465597,100000,20.4,1197,83.11,113.0,4200.0,4060225,16.954439999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.043553716032399,162500,19.4,1405,70.0,135.4,2500.0,4052169,13.579999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.592367006650065,39000,22.54,1396,88.73,219.7,2750.0,4068289,19.999742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.122363377404328,75000,26.8,1248,74.0,190.0,2000.0,4068289,19.832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,14.137594057133388,50000,17.6,2179,153.86,400.0,2500.0,4068289,27.079360000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2019,14.077874822431765,40000,17.3,1497,121.0,300.0,2500.0,4076361,20.933000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2013,13.180632285528304,92500,22.32,1582,126.3,259.9,2750.0,4052169,28.19016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.793859310432293,158000,23.4,1248,74.0,190.0,2000.0,4048144,17.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2012,12.644327576461329,120000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.493926933836812,50000,26.0,1498,98.6,200.0,1750.0,4060225,25.636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2012,12.736700896592344,110000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2017,13.217673557208654,2000,25.4,1186,73.97,190.25,2250.0,4068289,18.78838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2016,12.84792653170257,70000,27.28,1047,69.0,140.0,3000.0,4064256,18.8232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2013,12.765688433465597,90000,17.97,1498,99.6,134.0,4000.0,4052169,17.89812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2019,13.321214236149494,2000,18.6,1197,81.86,117.0,4000.0,4076361,15.22596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.17115354157376,20000,20.85,1197,83.14,115.0,4000.0,4060225,17.334690000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2011,13.081541382884074,120000,12.8,2494,102.0,20.4,3400.0,4044121,13.056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2017,13.567049198665774,35000,16.55,2498,105.0,247.0,2000.0,4068289,17.3775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2012,12.676076274775909,193000,19.3,1248,73.9,190.0,2000.0,4048144,14.262700000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2014,12.834681304952548,80000,20.4,1197,81.8,113.0,4200.0,4056196,16.687199999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2019,12.611537753638338,40000,19.02,1198,67.05,104.0,4000.0,4076361,12.752909999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
2015,13.122363377404328,70000,22.54,1396,88.73,219.7,2750.0,4060225,19.999742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2011,12.909170156943286,122358,12.05,2179,120.0,290.0,2800.0,4044121,14.460000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2017,12.765688433465597,120000,27.28,1047,69.0,140.0,3000.0,4068289,18.8232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
